id|wkt
1959|MULTIPOLYGON(((14.7685734923937 46.9774191859862,14.7686063824677 46.9774281573125,14.7687814136574 46.9774543145549,14.7689735923976 46.977379507055,14.7691793754638 46.9772591706164,14.7692339016706 46.9772254455569,14.7690336714175 46.9771087673693,14.7687901606215 46.9771859957025,14.7685764590918 46.9772974589677,14.7684624891799 46.977388872808,14.7685734923937 46.9774191859862)))
1967|MULTIPOLYGON(((14.545888182433 46.609784759061,14.5458813421311 46.609861718268,14.5464336034016 46.6098751836729,14.5464371364511 46.6097478396027,14.5462229175995 46.6097349220095,14.5459346945297 46.6097298531902,14.5458927336338 46.6097336329957,14.545888182433 46.609784759061)))
1975|MULTIPOLYGON(((13.5987879359084 46.7997673958424,13.5990195027326 46.799419009053,13.5989222168029 46.799376854997,13.5986863598169 46.7997348612762,13.5987879359084 46.7997673958424)))
1977|MULTIPOLYGON(((13.6002905357904 46.8013909942368,13.6003059223442 46.8014869567234,13.6003958781524 46.8014741046729,13.600462079395 46.8014033976689,13.6005137687176 46.8012970029379,13.6003490621983 46.8012469184882,13.6002905357904 46.8013909942368)))
1993|MULTIPOLYGON(((15.2972655533326 46.6654793378036,15.2971894165525 46.6655782817345,15.2971935527706 46.6656910867219,15.297333949623 46.6657675823315,15.2974425630685 46.6655228397241,15.2974119039536 46.6654828967584,15.2972655533326 46.6654793378036)))
1996|MULTIPOLYGON(((15.2960580193258 46.6675510279449,15.2961700975582 46.6670944778059,15.2958542671215 46.6670675965919,15.2957869639829 46.6672953560477,15.2957348441454 46.6675467844694,15.2960580193258 46.6675510279449)))
2056|MULTIPOLYGON(((15.7978566728729 47.3714384122215,15.7981992212503 47.3718579437345,15.8001674396887 47.3717259045341,15.8001752103673 47.3717106945571,15.8002914296807 47.3713952316918,15.8004155656922 47.371016925346,15.80049023808 47.3707326406889,15.8005077013729 47.3706128602915,15.8003826615145 47.3706147989648,15.7980357017003 47.3707320876681,15.7978566728729 47.3714384122215)))
2078|MULTIPOLYGON(((16.865137183552 47.7324595329778,16.8650769351795 47.7325300619403,16.8688635660389 47.7337048793215,16.8689253827466 47.7336348945612,16.865137183552 47.7324595329778)))
2079|MULTIPOLYGON(((16.807447168711 47.7322963292559,16.802875007757 47.7306385341408,16.8027807916089 47.7307468494263,16.8073516289356 47.7324049225055,16.807447168711 47.7322963292559)))
2147|MULTIPOLYGON(((13.9847418286826 47.1947998970498,13.9851984688583 47.194870398366,13.985241956632 47.1947726836891,13.9851867496349 47.1947047656727,13.9848607611748 47.1946591204073,13.984709215304 47.1946904411506,13.9847418286826 47.1947998970498)))
2150|MULTIPOLYGON(((13.9845423813901 47.1951831885381,13.9847738968422 47.1952291653421,13.9849076085943 47.195200996362,13.984959884415 47.195091048404,13.9847718828377 47.1950647101322,13.9846067511426 47.1950808743034,13.9845423813901 47.1951831885381)))
2169|MULTIPOLYGON(((12.2171025325241 47.6486026703754,12.2175891431533 47.6486624104581,12.2178904373748 47.6486964654342,12.2180835895614 47.6481341375112,12.2170612195932 47.6480101228825,12.216965448562 47.6482876542023,12.2168788889805 47.648545299374,12.2168747925039 47.6485581897329,12.2171025325241 47.6486026703754)))
2185|MULTIPOLYGON(((16.8848462247343 47.7800292260158,16.884710197371 47.7802765129107,16.8882126440569 47.7818155168541,16.8884328342474 47.781605915552,16.8885629252131 47.7814672514916,16.884998443906 47.7798987736354,16.8848462247343 47.7800292260158)))
2239|MULTIPOLYGON(((14.4998852482463 47.2705835077014,14.4995632002673 47.2705949161452,14.4996012501186 47.2707794156417,14.4998847279791 47.2707401083907,14.5000443726261 47.2706939372416,14.5000473280138 47.2706480047367,14.4998852482463 47.2705835077014)))
2333|MULTIPOLYGON(((15.3016251530798 46.6841333218772,15.3016386847372 46.6842036333902,15.3016735886478 46.6843102774419,15.3027215970009 46.6844891664226,15.3028001694377 46.6843286929938,15.3016251530798 46.6841333218772)))
2337|MULTIPOLYGON(((15.302834094246 46.6851360909162,15.3028258841522 46.6851372510234,15.3022505620152 46.6856743959508,15.3022824426003 46.6856884577697,15.302339540578 46.6857039705074,15.3025933466496 46.6854606092351,15.3029180122952 46.6851450876591,15.3028854530246 46.6851378153419,15.302834094246 46.6851360909162)))
2338|MULTIPOLYGON(((15.3019495209085 46.683908651857,15.3016776820383 46.6839997016444,15.3016102787034 46.6840560132327,15.3016251530798 46.6841333218772,15.3028001694377 46.6843286929938,15.3028169449816 46.6842944412593,15.3027179718575 46.6840474953777,15.3019495209085 46.683908651857)))
2345|MULTIPOLYGON(((10.7623809869327 47.2228699760554,10.7623827726911 47.2229373203169,10.7626963313184 47.2229604407716,10.7627037969736 47.2228865443328,10.7623809869327 47.2228699760554)))
2349|MULTIPOLYGON(((10.7598289712705 47.2228093773777,10.7598258879987 47.2229848059212,10.7600897112866 47.2230376709094,10.7600956945172 47.2224421619398,10.7598370913459 47.2223478224742,10.7598289712705 47.2228093773777)))
2350|MULTIPOLYGON(((10.7637590097354 47.222958259567,10.7637490478002 47.2230201982007,10.7640504846642 47.2230371626836,10.7637590097354 47.222958259567)))
2401|MULTIPOLYGON(((10.7625128488009 47.2298259090534,10.7622626597145 47.2297971343026,10.7621097649745 47.2299553799577,10.7620365230338 47.230076730048,10.7621905680958 47.2301203411594,10.7625128488009 47.2298259090534)))
2431|MULTIPOLYGON(((14.0941284202594 46.9700352115418,14.0943286836465 46.9701187188676,14.0945997206844 46.9701606218587,14.0948472755321 46.9701358239542,14.0951232503355 46.9699977091377,14.0948243121219 46.9698428675356,14.0944788182543 46.9698477496687,14.0942547593199 46.9699392380608,14.0941284202594 46.9700352115418)))
2432|MULTIPOLYGON(((14.0892730078544 46.9661463347029,14.0896881135002 46.9658248158438,14.0892136540408 46.9661486271459,14.0892730078544 46.9661463347029)))
2433|MULTIPOLYGON(((14.088182099606 46.9668526164828,14.0892683070375 46.9661801004149,14.0892730078544 46.9661463347029,14.0892136540408 46.9661486271459,14.088182099606 46.9668526164828)))
2440|MULTIPOLYGON(((16.1482635940243 47.19038695705,16.1489334178281 47.1908270887731,16.1492960314547 47.1905585520453,16.148029634151 47.18971933885,16.1475602222613 47.1899247261479,16.1482635940243 47.19038695705)))
2475|MULTIPOLYGON(((16.4529811898 47.8477266046463,16.4530966771809 47.8475664018609,16.4531089261128 47.8475457040168,16.4497591395337 47.8457388908831,16.4494676969943 47.8459618599767,16.4495353107392 47.8460278979963,16.4500992381646 47.8465055357311,16.4509226409986 47.8469818384609,16.4529811898 47.8477266046463)))
2512|MULTIPOLYGON(((16.4254970722014 47.8763375222285,16.4264541408429 47.8756681733186,16.4237155682823 47.8738504972685,16.423347855595 47.8749109604051,16.4254970722014 47.8763375222285)))
2514|MULTIPOLYGON(((16.4040943963091 47.8518707143006,16.4047964398639 47.8515695451802,16.4022798115469 47.8473304524809,16.4017533386748 47.8479272165157,16.4040943963091 47.8518707143006)))
2516|MULTIPOLYGON(((16.4211745348786 47.8775486569248,16.421589481272 47.877047224509,16.4170348467908 47.8743862103101,16.4168873488692 47.8750438520821,16.4211745348786 47.8775486569248)))
2517|MULTIPOLYGON(((16.4051603057861 47.8778678011707,16.4085526386129 47.8761701159759,16.4081854361623 47.8759786925806,16.4048622853967 47.8776417818488,16.4051603057861 47.8778678011707)))
2518|MULTIPOLYGON(((16.4086165038425 47.8761350936175,16.4123465685223 47.8742587429819,16.4120039334754 47.874057060973,16.4082512916062 47.8759447429172,16.4086165038425 47.8761350936175)))
2520|MULTIPOLYGON(((16.4073121221008 47.875523610282,16.4039471056706 47.8771961786331,16.4044696403074 47.8774400206735,16.407795722144 47.8757755860851,16.4073121221008 47.875523610282)))
2521|MULTIPOLYGON(((16.4078613184226 47.8757415535014,16.4116381295748 47.8738416254114,16.4112044499437 47.8735863368885,16.4073772605258 47.8754893020346,16.4078613184226 47.8757415535014)))
2524|MULTIPOLYGON(((16.448712610899 47.8912259282337,16.4549270528908 47.8894733555581,16.4547146132994 47.8891956703498,16.4485600701248 47.8909312574281,16.448712610899 47.8912259282337)))
2525|MULTIPOLYGON(((16.452990147948 47.8965417977555,16.4583077998668 47.8950419583277,16.4579588533566 47.8947929277116,16.452641083096 47.896292754797,16.452990147948 47.8965417977555)))
2526|MULTIPOLYGON(((16.4116150260512 47.8724984765429,16.4115086640298 47.872777444475,16.41171762765 47.8729004676923,16.4118156324041 47.8726168512386,16.4116150260512 47.8724984765429)))
2531|MULTIPOLYGON(((13.6934479949347 47.4291014454636,13.6934497773391 47.4290964102416,13.6934793203591 47.4290124693863,13.6935950858549 47.4285702357351,13.6933975279619 47.4286549168643,13.6933051169631 47.4288142917707,13.6933509289095 47.4289847794384,13.6934479949347 47.4291014454636)))
2536|MULTIPOLYGON(((13.2234159093234 47.4645208067672,13.2234823027015 47.4645208450837,13.2235641806206 47.4645081401695,13.2236222535485 47.4644777497897,13.2236335568969 47.4644409612472,13.2236355089844 47.4644028948775,13.22361684985 47.4643800409783,13.2235793066719 47.4643713125429,13.2234414872187 47.4643795356958,13.2234159093234 47.4645208067672)))
2636|MULTIPOLYGON(((12.3155471267611 47.6557527906787,12.315967452664 47.6558317157419,12.3160353517292 47.6556669185983,12.3159986898921 47.6556216218521,12.3156584618725 47.6555520366892,12.3155471267611 47.6557527906787)))
2639|MULTIPOLYGON(((16.426423946366 47.8646678498814,16.4265070652935 47.8646617616444,16.4269715851498 47.8641706003848,16.4220766099948 47.8608630511301,16.4217679103423 47.861490755457,16.4218039012036 47.8615460576824,16.426423946366 47.8646678498814)))
2640|MULTIPOLYGON(((16.3596563153171 47.8656249488076,16.3587530530916 47.8661881401219,16.3592541686536 47.8665802617681,16.3605282202044 47.8657858477088,16.3596563153171 47.8656249488076)))
2643|MULTIPOLYGON(((16.440297403227 47.864476948601,16.4431198758489 47.8619448550816,16.442937711388 47.8617433906938,16.4428029025706 47.8616318063524,16.4398691613432 47.8642639101621,16.440297403227 47.864476948601)))
2644|MULTIPOLYGON(((16.4391618574895 47.8500275924964,16.4414099902088 47.8521016774069,16.441957228961 47.851675408113,16.4397240850154 47.8496152555062,16.4391618574895 47.8500275924964)))
2649|MULTIPOLYGON(((15.6714736538515 47.4126973788972,15.6714593998492 47.4127375378516,15.6721372208704 47.4131565366422,15.6721503317017 47.4131474564508,15.6714736538515 47.4126973788972)))
2655|MULTIPOLYGON(((15.2977731535034 46.8865908643618,15.2975514176406 46.8867559595714,15.2977445534255 46.8868591038342,15.2978648933089 46.8869201965984,15.2981026995694 46.8867654793754,15.2977731535034 46.8865908643618)))
2699|MULTIPOLYGON(((12.1919573243042 47.6556898907032,12.1920114910472 47.6557160202435,12.1921034775026 47.6557593974563,12.1925032041808 47.6555396985728,12.1920646059577 47.6553046064707,12.1919160942565 47.6556696396476,12.1919573243042 47.6556898907032)))
2732|MULTIPOLYGON(((14.0097110751503 47.4305127804247,14.009969139594 47.430684884593,14.0103773179613 47.4308254667669,14.0108396382729 47.4309099868553,14.0109557702987 47.4308602552987,14.0111127953036 47.4305390605139,14.0110342765549 47.4303883594827,14.0109371752892 47.4302745061102,14.0106278019004 47.4299807135304,14.0103900209755 47.4298247865062,14.0102131224084 47.4297543220815,14.0098797774462 47.4296458892794,14.0097028564261 47.4298694018334,14.0095568029786 47.430217505698,14.0097110751503 47.4305127804247)))
2743|MULTIPOLYGON(((11.2020862665636 47.4082404036972,11.2023583131161 47.4083891676062,11.2024924845326 47.4082779696466,11.2022790743914 47.4081723248198,11.2020862665636 47.4082404036972)))
2765|MULTIPOLYGON(((16.8103142977355 47.7391334487971,16.8062955560294 47.7442144003535,16.8064084586092 47.7443278040806,16.8104724067753 47.7391897193962,16.8103142977355 47.7391334487971)))
2766|MULTIPOLYGON(((16.8322875736343 47.7519010411694,16.8323298848903 47.7519653204521,16.8348033409913 47.7494845189459,16.8346633601225 47.7493696762442,16.8322348706758 47.7518003237311,16.8322875736343 47.7519010411694)))
2823|MULTIPOLYGON(((9.93078650138273 47.3583298941206,9.93093816633642 47.3583206788863,9.93181504993213 47.3581377513452,9.93183660206555 47.3580726118026,9.93075930615084 47.3582643468564,9.93078650138273 47.3583298941206)))
2833|MULTIPOLYGON(((9.93007240950598 47.367952875279,9.93014658494514 47.3677419170283,9.93013395858063 47.3677108024932,9.93009587840637 47.3676926459532,9.93002318309908 47.3679482291551,9.93007240950598 47.367952875279)))
2836|MULTIPOLYGON(((15.8338006845895 46.9489890726506,15.8345776235114 46.9494300100301,15.835378295852 46.9479924421684,15.834927516973 46.9478281659308,15.8345404123239 46.9477113060738,15.8338006845895 46.9489890726506)))
2840|MULTIPOLYGON(((15.9008038741515 46.9449203217016,15.9011735154597 46.9447774256099,15.9015347672414 46.9446350601321,15.9013804230591 46.9444632853564,15.9012469880251 46.9443399044812,15.9011464835113 46.9442563361591,15.9005633067024 46.9444648920919,15.9008038741515 46.9449203217016)))
2864|MULTIPOLYGON(((13.4747241337902 46.6138098711336,13.4750858983923 46.6142776590754,13.4753474939906 46.6142187792141,13.4751664164528 46.6139631610164,13.4747241337902 46.6138098711336)))
2873|MULTIPOLYGON(((13.4730246903281 46.6081352782004,13.4732362194267 46.6082362546672,13.4735126154748 46.6083388613021,13.4741613077433 46.608275822878,13.4740276049005 46.6079524461185,13.472907813852 46.6080688008368,13.4730246903281 46.6081352782004)))
2887|MULTIPOLYGON(((15.0303685218238 47.5851196944633,15.0305203210296 47.5850887646672,15.0306868436409 47.58504830302,15.030799552355 47.5850166537661,15.0307722399434 47.5850082734063,15.03032971247 47.5851235608191,15.0303685218238 47.5851196944633)))
2907|MULTIPOLYGON(((14.792721583778 46.965430987409,14.7928436550293 46.9655062938158,14.7928749154208 46.9655245124043,14.7933431084419 46.9652524967762,14.7933073437372 46.9652349301114,14.7931633639415 46.9651799831998,14.7929760977741 46.9651347261809,14.7926286497129 46.9653736477941,14.792721583778 46.965430987409)))
2925|MULTIPOLYGON(((14.1401371303856 47.554402427607,14.1401514619148 47.5544356910569,14.1402220386688 47.5545278020105,14.1404829627804 47.5543530271831,14.1404220277836 47.5542769368902,14.1401371303856 47.554402427607)))
2961|MULTIPOLYGON(((16.3688188880608 47.7959191587569,16.3720612857888 47.7981860708448,16.3721961843426 47.7980983332223,16.3723144013533 47.7980137449438,16.3690723943614 47.7957568146678,16.3688188880608 47.7959191587569)))
2962|MULTIPOLYGON(((16.375405587208 47.7855735614055,16.3787686401016 47.7881752713514,16.3795284041899 47.7876879871018,16.3761666804527 47.785087443243,16.375405587208 47.7855735614055)))
2964|MULTIPOLYGON(((16.3836008043464 47.798692626355,16.3864211746775 47.8008786437158,16.3868724180996 47.8005395417486,16.3836037832874 47.797994361168,16.3830889618465 47.7982958479041,16.3836008043464 47.798692626355)))
2965|MULTIPOLYGON(((16.3888741910226 47.7934320720277,16.3917739890604 47.7956808724651,16.3920302806372 47.795559405407,16.3890502273975 47.7932737236998,16.3888741910226 47.7934320720277)))
2967|MULTIPOLYGON(((16.3899218961128 47.8043537600156,16.3901880550721 47.8042553839313,16.3864383464592 47.800941449683,16.38624706129 47.801090040066,16.3899218961128 47.8043537600156)))
3010|MULTIPOLYGON(((16.3713043075875 47.7930538839959,16.3747539038701 47.7955786224175,16.3748443506872 47.7955215223685,16.3750147107262 47.7954125518048,16.3751836090264 47.7953035024608,16.3717209252481 47.7927842354481,16.3713043075875 47.7930538839959)))
3011|MULTIPOLYGON(((16.3825257591564 47.7906055864228,16.3869441949607 47.793983721897,16.3870935247213 47.793855102856,16.3826979420238 47.7904947275767,16.3825257591564 47.7906055864228)))
3012|MULTIPOLYGON(((16.3886256128205 47.7927806144935,16.3889802502174 47.7925370419873,16.3846583004585 47.7892327017136,16.3842926985617 47.7894680426367,16.3886256128205 47.7927806144935)))
3013|MULTIPOLYGON(((16.3742114879719 47.7960080278655,16.3781726510984 47.7990842328719,16.3782354945482 47.7990485493011,16.3742679392913 47.7959715875041,16.3742114879719 47.7960080278655)))
3015|MULTIPOLYGON(((16.3626348059553 47.7938327341127,16.367782227208 47.7965346673478,16.3678453063635 47.7964944544713,16.3679153092317 47.7964478198922,16.3627762061073 47.7937411363007,16.3626348059553 47.7938327341127)))
3019|MULTIPOLYGON(((16.3784173594462 47.8081052535824,16.3781401233603 47.808385966339,16.3816347093834 47.8112089083105,16.3817385161354 47.8111564117472,16.3817945738056 47.8108978841036,16.3784173594462 47.8081052535824)))
3021|MULTIPOLYGON(((16.3755590239945 47.8065943935468,16.3779192391397 47.8085428673638,16.3780130370969 47.8084479066056,16.3756835050138 47.8065249074784,16.3755590239945 47.8065943935468)))
3083|MULTIPOLYGON(((14.4679968198656 47.9368805513939,14.4682096529675 47.9368518444849,14.468532675142 47.9367827213987,14.4689873407808 47.9366740596933,14.4690245078267 47.9366468112569,14.4689261033757 47.9366348370489,14.4683161506079 47.93668254102,14.4680830858407 47.936742703228,14.467914686015 47.9368291613162,14.4679968198656 47.9368805513939)))
3098|MULTIPOLYGON(((16.3537125555612 47.8149431939524,16.3535125327215 47.8150630169006,16.3535404559725 47.8150864157475,16.3557767558553 47.8168217811694,16.355908067828 47.8167495910632,16.3559695268407 47.8167150104232,16.3537125555612 47.8149431939524)))
3100|MULTIPOLYGON(((16.3806608279951 47.7918298564193,16.3805721048885 47.791888122391,16.3842472530996 47.7947471784678,16.3843414158213 47.7946831835422,16.3806608279951 47.7918298564193)))
3101|MULTIPOLYGON(((16.3743952509181 47.7862550268763,16.3741869843992 47.786390585469,16.3775244394804 47.7889752413553,16.3777352867204 47.7888394556938,16.3743952509181 47.7862550268763)))
3103|MULTIPOLYGON(((16.3687468186373 47.7850771920293,16.3720912582297 47.7876737879318,16.3724712498046 47.787425565392,16.3694019924077 47.7850398341615,16.3693309223147 47.7849852335611,16.3691274572979 47.7850131161414,16.3687468186373 47.7850771920293)))
3172|MULTIPOLYGON(((14.0972492550562 47.5205018057762,14.0974013232097 47.5206143039835,14.0982006788926 47.5197643362273,14.0990000207377 47.5189142727136,14.0988369659833 47.5188134478304,14.0972492550562 47.5205018057762)))
3201|MULTIPOLYGON(((14.7458985267319 46.931213969846,14.7457919176869 46.9312010759362,14.74539993793 46.931301699855,14.7453045346274 46.9316743326172,14.745671639379 46.9317221922067,14.7457564712629 46.9316712366458,14.7458548708421 46.9314262307602,14.7458985267319 46.931213969846)))
3211|MULTIPOLYGON(((9.93719347511585 47.3582238504476,9.93706272816018 47.3582435399053,9.93726046271963 47.3582906965292,9.93754052768721 47.3583477944466,9.93767427448241 47.3583603458168,9.93757018053788 47.3582905322085,9.93736264420349 47.358238131199,9.93719347511585 47.3582238504476)))
